-0,523598722414531	0	-140,581054687500	-31,4441096992973	-14,5019531250000	-11,5558045727436
-0,523437411786545	0	-140,625000000000	-31,2546806303114	-14,5019531250000	-10,8624562983790
-0,523276101158559	0	-140,712890625000	-31,5084932677048	-14,5019531250000	-10,2107089204762
-0,523114790530573	0	-140,756835937500	-31,3177765273509	-14,5019531250000	-9,59806638524766
-0,522953479902587	0	-140,844726562500	-31,5703272468039	-14,5019531250000	-9,02218240213277
-0,522792169274601	0	-140,888671875000	-31,3783738268680	-14,5898437500000	-11,1175702080049
-0,522630858646614	0	-140,932617187500	-31,1902594753306	-14,5898437500000	-10,4505159955246
-0,522469548018628	0	-140,976562500000	-31,0059074108238	-14,5898437500000	-9,82348503579316
-0,522308237390642	0	-141,064453125000	-31,2646955126076	-14,6777343750000	-11,8707946836456
-0,522146926762656	0	-141,108398437500	-31,0788547273554	-14,6777343750000	-11,1585470026268
-0,521985616134670	0	-141,196289062500	-31,3361838828082	-14,6777343750000	-10,4890341824692
-0,521824305506684	0	-141,240234375000	-31,1489133301520	-14,6777343750000	-9,85969213152103
-0,521662994878698	0	-141,284179687500	-30,9653881885489	-14,6777343750000	-9,26811060362978
-0,521501684250712	0	-141,328125000000	-30,7855335497780	-14,7656250000000	-11,3487427174120
-0,521340373622726	0	-141,416015625000	-31,0487291287822	-14,7656250000000	-10,6678181543672
-0,521179062994739	0	-141,459960937500	-30,8672076712066	-14,7656250000000	-10,0277490651052
-0,521017752366753	0	-141,547851562500	-31,1287697677826	-14,7656250000000	-9,42608412119889
-0,520856441738767	0	-141,591796875000	-30,9456474974269	-14,7656250000000	-8,86051907392698
-0,520695131110781	0	-141,635742187500	-30,7661876724787	-14,8535156250000	-10,9656066794914
-0,520533820482795	0	-141,723632812500	-31,0297701690287	-14,8535156250000	-10,3076702787219
-0,520372509854809	0	-141,767578125000	-30,8486278906483	-14,8535156250000	-9,68921006199857
-0,520211199226823	0	-141,811523437500	-30,6711084578355	-14,8535156250000	-9,10785745827859
-0,520049888598836	0	-141,855468750000	-30,4971394136786	-14,9414062500000	-11,1981047607819
-0,519888577970850	0	-141,943359375000	-30,7661028754050	-14,9414062500000	-10,5262184751350
-0,519727267342864	0	-141,987304687500	-30,5902339428967	-14,9414062500000	-9,89464536662693
-0,519565956714878	0	-142,075195312500	-30,8573355140390	-14,9414062500000	-9,30096664462926
